2000	176637
2800	281386
3600	424065
4400	584434
5200	755179
6000	1.02485e+06
6800	1.40691e+06
7600	1.5556e+06
8400	1.91458e+06
9200	2.46743e+06
10000	2.74441e+06
10800	3.09873e+06
11600	3.70879e+06
12400	4.11662e+06
13200	4.62145e+06
14000	5.14394e+06
14800	5.44535e+06
15600	6.19941e+06
