2000	220192
2800	331015
3600	430647
4400	650676
5200	803389
6000	1.01998e+06
6800	1.3878e+06
7600	1.59107e+06
8400	1.89465e+06
9200	2.41009e+06
10000	2.73224e+06
10800	3.11312e+06
11600	3.75823e+06
12400	4.14945e+06
13200	4.75198e+06
14000	5.11014e+06
14800	5.65562e+06
15600	6.52988e+06
