1	1.96843e+06
2	1.06346e+06
3	713582
4	531322
5	426168
6	359764
7	320373
8	274719
9	254803
10	232170
11	215613
12	201075
13	176736
14	174133
15	166090
16	151605
17	152113
18	147205
19	133009
20	132052
21	123472
22	133817
23	127642
24	127234
25	139828
26	149076
27	136789
28	144360
29	139968
30	136244
31	133936
32	153103
