1	102.5
2	100.5
3	128.333
4	135.333
5	184.333
6	246.5
7	274.167
8	317.833
9	482.833
10	390.333
11	424.5
12	479
13	524.333
14	646.5
15	1200.33
16	653
17	704.667
18	774.167
19	771.667
20	853.333
21	900.833
22	994
23	996
24	1057.67
25	1053
26	1290.67
27	1275.5
28	1411.5
29	1276.83
30	1691.5
31	1822.17
32	1408.5
